time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1980-06-01T06:47:36.110Z,37.4728333,-118.8433333,4.149,4.7,ml,22,145,0.0973,0.09,nc,nc1053420,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.32,0.79,,0,reviewed,nc,nc
1980-06-01T03:17:43.490Z,37.567,-118.8023333,0.433,3.59,md,14,160,0.01081,0.07,nc,nc1053416,2016-12-13T23:09:24.080Z,"Central California",earthquake,0.23,0.26,0.09,5,reviewed,nc,nc
1980-06-01T00:57:36.500Z,37.599,-118.9131667,3.606,3.52,md,13,223,0.01802,0.06,nc,nc1053413,2016-12-13T23:09:03.780Z,"Long Valley area, California",earthquake,0.83,0.44,0.24,6,reviewed,nc,nc
1980-05-31T15:30:52.700Z,37.5945,-118.7946667,3.63,3.8,ml,8,96,0.03423,0.05,nc,nc1053401,2016-12-13T23:08:10.050Z,"Central California",earthquake,0.27,0.55,,0,reviewed,nc,nc
1980-05-31T15:20:19.270Z,37.599,-118.7798333,4.762,4,ml,19,64,0.03694,0.07,nc,nc1053400,2016-12-13T23:08:05.736Z,"Central California",earthquake,0.21,0.37,,0,reviewed,nc,nc
1980-05-31T15:16:11.410Z,37.6025,-118.7821667,5.147,4.9,ml,25,67,0.03964,0.07,nc,nc1053399,2018-06-04T20:43:45.000Z,"Long Valley area, California",earthquake,0.23,0.4,,0,reviewed,nc,nc
1980-05-31T14:20:50.390Z,37.5976667,-118.9106667,-0.96,3.5,ml,11,222,0.01892,0.03,nc,nc1053398,2016-12-13T23:07:56.563Z,"Long Valley area, California",earthquake,0.84,0.32,,0,reviewed,nc,nc
1980-05-31T14:19:47.960Z,37.9136667,-118.9875,6,3.69,ml,7,291,,0.63,ci,ci9729518,2016-02-03T00:12:34.070Z,"31km N of Mammoth Lakes, CA",earthquake,5.33,31.61,0.342,24,reviewed,ci,ci
1980-05-31T13:13:40.160Z,37.5878333,-118.8143333,2.362,3.68,md,15,130,0.009009,0.05,nc,nc1053393,2016-12-13T23:07:27.102Z,"Central California",earthquake,0.31,0.43,0.15,12,reviewed,nc,nc
1980-05-31T10:14:30.640Z,37.5893333,-118.8175,3.662,3.61,md,11,137,0.02703,0.04,nc,nc1053387,2016-12-13T23:07:01.332Z,"Central California",earthquake,0.23,0.31,0.12,8,reviewed,nc,nc
1980-05-31T10:11:30.610Z,37.5885,-118.8166667,3.272,4.2,ml,21,130,0.007207,0.09,nc,nc1053385,2016-12-13T23:06:52.684Z,"Central California",earthquake,0.27,0.3,,0,reviewed,nc,nc
1980-05-31T08:05:19.280Z,37.5633333,-118.8196667,9.22,4.1,ml,19,156,0.02342,0.06,nc,nc1053383,2016-12-13T23:06:43.661Z,"Central California",earthquake,0.31,0.46,,0,reviewed,nc,nc
1980-05-31T00:58:17.300Z,37.4961667,-118.8481667,7.148,4.5,ml,20,219,0.08018,0.07,nc,nc1053381,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.37,0.52,,0,reviewed,nc,nc
1980-05-30T23:02:32.050Z,37.5443333,-118.827,8.518,3.58,md,14,194,0.03423,0.06,nc,nc1053378,2016-12-13T23:06:17.501Z,"Central California",earthquake,0.52,0.75,0.17,9,reviewed,nc,nc
1980-05-30T19:49:02.360Z,37.5741667,-118.8706667,6.674,3.7,ml,20,200,0.02072,0.06,nc,nc1053374,2016-12-13T23:06:00.363Z,"Central California",earthquake,0.41,0.34,,0,reviewed,nc,nc
1980-05-30T15:49:01.940Z,37.5346667,-118.7851667,5.05,3.5,ml,16,171,0.02703,0.06,nc,nc1053370,2016-12-13T23:05:37.470Z,"Central California",earthquake,0.45,0.71,,0,reviewed,nc,nc
1980-05-30T15:41:57.740Z,37.5676667,-118.8905,2.357,4,ml,20,199,0.05045,0.06,nc,nc1053368,2016-12-13T23:05:26.559Z,"Central California",earthquake,0.42,0.56,,0,reviewed,nc,nc
1980-05-29T18:53:50.940Z,37.5018333,-118.8686667,6.299,3.5,ml,5,272,0.08649,0.02,nc,nc1053338,2016-12-13T23:03:09.758Z,"Central California",earthquake,3.29,1.78,,0,reviewed,nc,nc
1980-05-29T17:21:00.960Z,37.5145,-118.8395,4.588,4.1,ml,23,200,0.06126,0.05,nc,nc1053331,2016-12-13T23:02:40.184Z,"Central California",earthquake,0.47,0.51,,0,reviewed,nc,nc
1980-05-29T16:56:56.420Z,37.5041667,-118.8743333,4.248,4,ml,17,236,0.08739,0.04,nc,nc1053330,2016-12-13T23:02:35.641Z,"Central California",earthquake,0.7,0.82,,0,reviewed,nc,nc
1980-05-29T07:32:20.760Z,37.484,-118.8106667,6.8,3.5,ml,15,203,0.07027,0.05,nc,nc1053307,2016-12-13T23:00:32.506Z,"Central California",earthquake,0.63,1.01,,0,reviewed,nc,nc
1980-05-29T05:55:43.600Z,37.5096667,-118.8735,3.298,4,ml,20,215,0.08468,0.07,nc,nc1053298,2016-12-13T22:59:51.408Z,"Central California",earthquake,0.44,0.75,,0,reviewed,nc,nc
1980-05-29T04:58:56.780Z,37.528,-118.857,4.711,3.9,ml,6,285,0.06757,0.06,nc,nc1053295,2016-12-13T22:59:37.751Z,"Central California",earthquake,5.1,0.82,,0,reviewed,nc,nc
1980-05-29T04:18:52.380Z,37.5461667,-118.8161667,9.848,4.2,ml,18,193,0.02613,0.04,nc,nc1053290,2016-12-13T22:59:08.639Z,"Central California",earthquake,0.42,0.66,,0,reviewed,nc,nc
1980-05-29T03:38:45.720Z,34.9071667,-120.8473333,-0.012,4.9,ml,216,177,0.3117,0.33,nc,nc1053288,2018-06-04T20:43:45.000Z,"offshore Central California",earthquake,0.63,2.04,,0,reviewed,nc,nc
1980-05-29T03:31:59.830Z,30,-114,6,4.23,ml,7,329,2.59,1.61,ci,ci3308539,2016-02-02T21:35:20.910Z,"262km SSE of Estacion Coahuila, B.C., MX",earthquake,99,31.61,0.191,14,reviewed,ci,ci
1980-05-28T23:07:45.410Z,37.6105,-118.664,6,3.57,ml,9,300,0.6542,0.78,ci,ci12334419,2016-02-03T04:16:17.100Z,"28km E of Mammoth Lakes, CA",earthquake,6.54,31.61,0.112,10,reviewed,ci,ci
1980-05-28T15:45:15.860Z,37.5603333,-118.8843333,3.114,3.5,ml,10,224,0.05586,0.06,nc,nc1053264,2016-12-13T22:56:15.294Z,"Central California",earthquake,0.92,0.58,,0,reviewed,nc,nc
1980-05-28T14:18:30.230Z,46.3353333,-122.2056667,2.884,4,md,18,74,0.1435,0.24,uw,uw10104068,2016-07-24T21:37:41.050Z,"Washington",earthquake,0.949,2.23,0.04,11,reviewed,uw,uw
1980-05-28T14:18:22.030Z,37.4635,-118.8473333,7.643,3.7,ml,18,222,0.1018,0.07,nc,nc1053257,2016-12-13T22:55:39.332Z,"Central California",earthquake,0.79,1.13,,0,reviewed,nc,nc
1980-05-28T14:15:31.670Z,46.3363333,-122.2128333,0.866,4.1,md,23,75,0.1438,0.23,uw,uw10104033,2016-07-24T21:37:40.700Z,"Washington",earthquake,0.706,7.41,0.03,1,reviewed,uw,uw
1980-05-28T14:06:29.820Z,37.524,-118.7856667,3.94,3.5,ml,18,180,0.03784,0.06,nc,nc1053256,2016-12-13T22:55:35.063Z,"Central California",earthquake,0.39,0.6,,0,reviewed,nc,nc
1980-05-28T11:54:37.380Z,37.4666667,-118.8156667,8.048,4.4,ml,17,211,0.08198,0.08,nc,nc1053253,2016-12-13T22:55:20.890Z,"Central California",earthquake,0.44,0.75,,0,reviewed,nc,nc
1980-05-28T10:13:02.180Z,37.4761667,-118.8345,12.723,3.7,ml,11,255,0.09009,0.04,nc,nc1053250,2016-12-13T22:55:07.313Z,"Central California",earthquake,1.69,1.4,,0,reviewed,nc,nc
1980-05-28T06:49:19.240Z,37.6378333,-118.8645,3.025,3.71,md,18,92,0.01982,0.06,nc,nc1053241,2016-12-13T22:54:26.420Z,"Long Valley area, California",earthquake,0.27,0.57,0.07,3,reviewed,nc,nc
1980-05-28T06:07:43.010Z,37.584,-118.9071667,0.535,4,ml,17,194,0.03243,0.07,nc,nc1053237,2016-12-13T22:54:09.375Z,"Central California",earthquake,0.51,0.92,,0,reviewed,nc,nc
1980-05-28T05:48:23.020Z,37.6263333,-118.8646667,3.995,4.6,ml,18,113,0.02523,0.05,nc,nc1053235,2018-06-04T20:43:45.000Z,"Long Valley area, California",earthquake,0.26,0.6,,0,reviewed,nc,nc
1980-05-28T05:16:22.980Z,37.5771667,-118.889,2.596,4.9,ml,34,177,0.03153,0.05,nc,nc1053234,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.28,0.25,,0,reviewed,nc,nc
1980-05-28T04:22:10.950Z,37.5511667,-118.9138333,2.127,3.9,ml,17,217,0.06216,0.08,nc,nc1053232,2016-12-13T22:53:40.704Z,"Central California",earthquake,0.59,0.91,,0,reviewed,nc,nc
1980-05-28T04:02:58.290Z,37.5985,-118.7886667,2.999,3.9,ml,23,78,0.02973,0.07,nc,nc1053231,2016-12-13T22:53:35.914Z,"Central California",earthquake,0.19,0.35,,0,reviewed,nc,nc
1980-05-28T01:55:07.220Z,37.4526667,-118.8055,2.601,3.66,md,8,300,0.1387,0.04,nc,nc1053225,2016-12-13T22:53:04.497Z,"Central California",earthquake,3.61,1.39,0.11,3,reviewed,nc,nc
1980-05-28T00:08:19.370Z,37.5111667,-118.7991667,5.761,3.63,md,7,290,0.08198,0.04,nc,nc1053220,2016-12-13T22:52:39.076Z,"Central California",earthquake,3.3,0.93,0.28,2,reviewed,nc,nc
1980-05-27T23:57:43.260Z,37.5531667,-118.8961667,2.569,4,ml,16,206,0.06757,0.07,nc,nc1053219,2016-12-13T22:52:33.811Z,"Central California",earthquake,0.54,0.55,,0,reviewed,nc,nc
1980-05-27T23:41:03.340Z,37.561,-118.8536667,7.456,3.8,ml,15,183,0.02883,0.13,nc,nc1053218,2016-12-13T22:52:29.198Z,"Central California",earthquake,0.73,0.52,,0,reviewed,nc,nc
1980-05-27T22:29:30.420Z,37.5293333,-118.8626667,2.239,3.58,md,4,310,0.06757,0.05,nc,nc1053217,2016-12-13T22:52:24.185Z,"Central California",earthquake,8.64,1.2,0.03,3,reviewed,nc,nc
1980-05-27T21:34:53.740Z,37.5105,-118.8033333,11.443,4.3,ml,11,191,0.08198,0.06,nc,nc1053214,2016-12-13T22:52:10.426Z,"Central California",earthquake,0.62,1.05,,0,reviewed,nc,nc
1980-05-27T20:26:10.300Z,37.5885,-118.854,3.371,3.59,md,6,248,0.02252,0.05,nc,nc1053212,2016-12-13T22:52:01.049Z,"Central California",earthquake,4.49,2.71,0.16,5,reviewed,nc,nc
1980-05-27T20:00:47.460Z,37.5208333,-118.9531667,6,3.6,ml,2,342,0.7413,0.1,ci,ci9728686,2016-02-03T00:12:08.760Z,"13km S of Mammoth Lakes, CA",earthquake,2.66,31.61,0.133,16,reviewed,ci,ci
1980-05-27T19:47:21.640Z,37.5941667,-118.7943333,4.354,3.5,ml,6,196,0.02523,0.05,nc,nc1053207,2016-12-13T22:51:36.010Z,"Central California",earthquake,0.82,0.52,,0,reviewed,nc,nc
1980-05-27T19:01:07.840Z,37.595,-118.779,3.861,4.8,ml,20,57,0.03694,0.09,nc,nc1053204,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.24,0.48,,0,reviewed,nc,nc
1980-05-27T18:36:07.750Z,37.4181667,-118.8241667,17.864,4,ml,8,293,0.1721,0.07,nc,nc1053203,2016-12-13T22:51:06.489Z,"Central California",earthquake,4.43,2.71,,0,reviewed,nc,nc
1980-05-27T17:47:37.510Z,37.5391667,-118.8735,6.469,3.6,ml,5,308,0.06396,0.05,nc,nc1053201,2016-12-13T22:50:57.912Z,"Central California",earthquake,7.81,2.84,,0,reviewed,nc,nc
1980-05-27T17:43:15.990Z,37.4791667,-118.7955,14.299,3.68,md,7,310,0.1135,0.01,nc,nc1053200,2016-12-13T22:50:53.731Z,"Central California",earthquake,4.54,2.26,0.14,3,reviewed,nc,nc
1980-05-27T17:34:32.440Z,37.4158333,-118.825,13.519,3.72,md,8,299,0.1748,0.05,nc,nc1053199,2016-12-13T22:50:49.462Z,"Central California",earthquake,5.41,1.48,0.04,5,reviewed,nc,nc
1980-05-27T17:20:02.370Z,37.471,-118.812,10.279,3.69,md,32,108,0.2784,0.11,nc,nc1053197,2016-12-13T22:50:39.810Z,"Central California",earthquake,0.32,0.61,0.03,4,reviewed,nc,nc
1980-05-27T17:09:57.580Z,37.447,-118.8088333,14.544,4.2,ml,6,282,0.1441,0.07,nc,nc1053196,2016-12-13T22:50:33.176Z,"Central California",earthquake,5.76,3.52,,0,reviewed,nc,nc
1980-05-27T16:49:11.490Z,37.5138333,-118.8673333,2.511,3.9,ml,11,225,0.08378,0.26,nc,nc1053195,2016-12-13T22:50:27.370Z,"Central California",earthquake,2.49,1.38,,0,reviewed,nc,nc
1980-05-27T16:45:51.140Z,37.5726667,-118.7533333,1.029,3.85,md,4,245,0.05946,0.09,nc,nc1053194,2016-12-13T22:50:18.384Z,"Central California",earthquake,4.89,7.46,0.12,3,reviewed,nc,nc
1980-05-27T16:35:45.460Z,37.4691667,-118.8125,8.413,3.6,ml,8,271,0.1216,0.06,nc,nc1053192,2016-12-13T22:50:09.534Z,"Central California",earthquake,2.01,0.97,,0,reviewed,nc,nc
1980-05-27T16:10:37.970Z,37.5665,-118.8771667,2.758,4,ml,3,220,0.08018,0.15,nc,nc1053190,2016-12-13T22:50:00.832Z,"Central California",earthquake,3.47,13.32,,0,reviewed,nc,nc
1980-05-27T16:09:54.780Z,37.5925,-118.7476667,5.611,3.8,ml,7,202,0.06126,0.19,nc,nc1053189,2016-12-13T22:49:56.867Z,"Central California",earthquake,1.71,2.07,,0,reviewed,nc,nc
1980-05-27T16:01:45.570Z,37.5933333,-118.7785,6.411,3.81,md,24,92,0.03694,1.15,nc,nc1053188,2016-12-13T22:49:52.778Z,"Central California",earthquake,2.32,3.57,0.06,3,reviewed,nc,nc
1980-05-27T15:52:51.430Z,37.4623333,-118.8016667,6.611,3.66,md,5,314,0.1297,0.04,nc,nc1053186,2016-12-13T22:49:44.056Z,"Central California",earthquake,7.24,1.95,0.02,2,reviewed,nc,nc
1980-05-27T15:41:46.620Z,37.4808333,-118.8166667,2.282,4,ml,5,152,0.1351,0.44,nc,nc1053184,2016-12-13T22:49:34.194Z,"Central California",earthquake,0.89,2.32,,0,reviewed,nc,nc
1980-05-27T15:17:27.560Z,37.5098333,-118.8316667,9.004,4.23,md,13,186,0.1883,0.06,nc,nc1053183,2016-12-13T22:49:27.640Z,"Central California",earthquake,0.43,1.28,0.11,4,reviewed,nc,nc
1980-05-27T15:13:47.020Z,37.5498333,-118.81,0.3,4,ml,4,215,0.0955,0.16,nc,nc1053182,2016-12-13T22:49:17.589Z,"Central California",earthquake,1.66,14.81,,0,reviewed,nc,nc
1980-05-27T15:05:39.060Z,37.496,-118.8035,11.061,3.5,ml,33,196,0.5649,0.13,nc,nc1053180,2016-12-13T22:49:07.760Z,"Central California",earthquake,0.94,0.6,,0,reviewed,nc,nc
1980-05-27T15:04:36.740Z,37.5571667,-118.726,6,3.51,ml,6,295,0.6391,0.65,ci,ci12334147,2016-02-02T21:35:10.870Z,"24km ESE of Mammoth Lakes, CA",earthquake,4.69,31.61,0.305,8,reviewed,ci,ci
1980-05-27T15:01:10.790Z,37.4785,-118.806,14.783,4,ml,7,266,0.1126,0.03,nc,nc1053179,2016-12-13T22:48:57.182Z,"Central California",earthquake,2.31,2.39,,0,reviewed,nc,nc
1980-05-27T14:58:41.560Z,37.5878333,-118.7976667,6,3.62,ml,4,327,0.6989,0.71,ci,ci9728482,2016-02-03T04:16:04.600Z,"17km ESE of Mammoth Lakes, CA",earthquake,6.62,31.61,0.225,12,reviewed,ci,ci
1980-05-27T14:50:56.810Z,37.5033333,-118.8055,13.795,6.2,ml,19,183,0.04685,0.12,nc,nc1053177,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.71,0.45,,0,reviewed,nc,nc
1980-05-27T13:38:50.680Z,37.6,-118.8,6.901,3.5,md,31,200,0.9459,0.15,nc,nc1053176,2016-12-13T22:48:33.600Z,"Long Valley area, California",earthquake,1.15,0.87,0.04,3,reviewed,nc,nc
1980-05-27T13:27:06.830Z,37.5141667,-118.8853333,1.216,4.3,ml,9,259,0.09009,0.07,nc,nc1053175,2016-12-13T22:48:27.250Z,"Central California",earthquake,1.17,1.26,,0,reviewed,nc,nc
1980-05-27T13:10:27.200Z,37.6096667,-118.7898333,6.587,3.9,ml,8,114,0.03423,0.04,nc,nc1053174,2016-12-13T22:48:22.781Z,"Long Valley area, California",earthquake,0.4,1.12,,0,reviewed,nc,nc
1980-05-27T11:33:47.010Z,37.6291667,-118.91,5.521,3.5,md,31,198,0.9009,0.1,nc,nc1053171,2016-12-13T22:48:08.920Z,"Long Valley area, California",earthquake,0.65,0.7,0.14,3,reviewed,nc,nc
1980-05-27T11:32:48.440Z,37.7575,-118.4971667,6,3.51,ml,3,344,0.7335,0.36,ci,ci9728434,2016-02-02T21:35:09.470Z,"42km N of Dixon Lane-Meadow Creek, CA",earthquake,6.69,31.61,0.153,22,reviewed,ci,ci
1980-05-27T10:46:15.800Z,37.5975,-118.8023333,3.951,4.16,md,31,200,0.9432,0.09,nc,nc1053170,2016-12-13T22:47:58.030Z,"Long Valley area, California",earthquake,0.7,0.87,0.05,3,reviewed,nc,nc
1980-05-27T10:29:11.070Z,37.5171667,-118.8858333,9.531,3.7,ml,31,199,0.8414,0.12,nc,nc1053166,2016-12-13T22:47:32.610Z,"Central California",earthquake,0.92,0.78,,0,reviewed,nc,nc
1980-05-27T10:27:30.310Z,37.6381667,-118.8465,6.911,3.61,md,29,205,0.9441,0.13,nc,nc1053165,2016-12-13T22:47:22.250Z,"Long Valley area, California",earthquake,0.69,0.92,0.06,4,reviewed,nc,nc
1980-05-27T09:09:30.380Z,37.6331667,-118.8558333,9.515,3.8,ml,4,151,0.07477,0,nc,nc1053162,2016-12-13T22:46:57.821Z,"Long Valley area, California",earthquake,1.44,3.89,,0,reviewed,nc,nc
1980-05-27T07:02:00.640Z,37.5711667,-118.8785,-0.049,3.7,ml,22,196,0.8802,0.24,nc,nc1053156,2016-12-13T22:46:14.846Z,"Central California",earthquake,2.04,2.63,,0,reviewed,nc,nc
1980-05-27T06:46:41.330Z,37.604,-118.943,1.445,4,ml,10,221,0.01892,0.04,nc,nc1053154,2016-12-13T22:45:48.774Z,"Long Valley area, California",earthquake,1.18,0.61,,0,reviewed,nc,nc
1980-05-27T06:36:53.090Z,37.515,-118.8733333,3.016,4.1,ml,10,212,0.08468,0.06,nc,nc1053153,2016-12-13T22:45:43.861Z,"Central California",earthquake,0.95,1.13,,0,reviewed,nc,nc
1980-05-27T06:15:36.840Z,37.5393333,-118.8975,2.835,3.8,ml,5,213,0.09279,0,nc,nc1053152,2016-12-13T22:45:39.625Z,"Central California",earthquake,1.06,3.57,,0,reviewed,nc,nc
1980-05-27T05:44:56.710Z,37.6028333,-118.904,5.575,3.5,ml,5,172,0.04054,0.02,nc,nc1053148,2016-12-13T22:45:14.499Z,"Long Valley area, California",earthquake,0.98,1.83,,0,reviewed,nc,nc
1980-05-27T05:36:38.010Z,37.5626667,-118.8393333,7.161,3.53,md,32,198,0.8982,0.11,nc,nc1053147,2016-12-13T22:45:08.250Z,"Central California",earthquake,1,0.73,0.13,5,reviewed,nc,nc
1980-05-27T04:22:01.190Z,37.4783333,-118.8506667,2.812,3.6,ml,9,116,0.1604,0.33,nc,nc1053142,2016-12-13T22:44:33.727Z,"Central California",earthquake,1.44,5.53,,0,reviewed,nc,nc
1980-05-27T03:43:48.940Z,37.578,-118.866,4.34,3.7,ml,6,177,0.04595,0.04,nc,nc1053141,2016-12-13T22:44:29.360Z,"Central California",earthquake,0.65,1.61,,0,reviewed,nc,nc
1980-05-27T02:22:15.820Z,37.7018333,-117.702,6,3.55,ml,2,340,0.7713,0.24,ci,ci9728226,2016-02-03T01:34:12.970Z,"58km SW of Tonopah, NV",earthquake,3.46,31.61,0.206,22,reviewed,ci,ci
1980-05-27T02:01:17.190Z,37.5483333,-118.841,0.303,3.6,ml,5,184,0.09459,0.02,nc,nc1053135,2016-12-13T22:43:54.663Z,"Central California",earthquake,0.67,3.89,,0,reviewed,nc,nc
1980-05-27T01:19:40.690Z,37.619,-118.877,5.602,3.6,ml,4,196,0.03784,0,nc,nc1053133,2016-12-13T22:43:41.919Z,"Long Valley area, California",earthquake,0.97,0.91,,0,reviewed,nc,nc
1980-05-27T00:43:17.200Z,37.562,-118.8641667,5.829,3.7,ml,4,280,0.08288,0.01,nc,nc1053132,2016-12-13T22:43:37.857Z,"Central California",earthquake,5.39,3.81,,0,reviewed,nc,nc
1980-05-26T23:19:26.970Z,37.5226667,-118.8853333,1.525,4.1,ml,6,289,0.08288,0.02,nc,nc1053129,2016-12-13T22:43:18.520Z,"Central California",earthquake,3.26,1.85,,0,reviewed,nc,nc
1980-05-26T22:35:42.430Z,37.6145,-118.8828333,-2.226,3.6,ml,4,227,0.05315,0.27,nc,nc1053126,2016-12-13T22:43:10.045Z,"Long Valley area, California",earthquake,10.38,7.25,,0,reviewed,nc,nc
1980-05-26T21:58:09.230Z,37.6231667,-118.8548333,0.284,3.5,ml,4,222,0.07477,0.02,nc,nc1053123,2016-12-13T22:43:01.506Z,"Long Valley area, California",earthquake,1.23,6.65,,0,reviewed,nc,nc
1980-05-26T21:57:41.800Z,37.5538333,-118.8901667,2.192,3.8,ml,5,289,0.08288,0,nc,nc1053122,2016-12-13T22:42:57.268Z,"Central California",earthquake,5.09,1.67,,0,reviewed,nc,nc
1980-05-26T21:42:09.300Z,37.5718333,-118.8828333,2.331,3.7,ml,7,159,0.04955,0.07,nc,nc1053119,2016-12-13T22:42:43.030Z,"Central California",earthquake,0.6,0.77,,0,reviewed,nc,nc
1980-05-26T20:03:40.120Z,37.5705,-118.885,3.585,4.1,ml,10,246,0.05135,0.06,nc,nc1053114,2016-12-13T22:42:09.017Z,"Central California",earthquake,1.43,1.01,,0,reviewed,nc,nc
1980-05-26T20:01:30.930Z,37.5148333,-118.8713333,2.191,3.8,ml,12,179,0.08378,0.07,nc,nc1053112,2016-12-13T22:41:58.810Z,"Central California",earthquake,0.46,0.94,,0,reviewed,nc,nc
1980-05-26T19:52:39.920Z,37.5406667,-118.8646667,4.841,3.6,ml,9,172,0.05856,0.04,nc,nc1053111,2016-12-13T22:41:44.280Z,"Central California",earthquake,0.42,0.65,,0,reviewed,nc,nc
1980-05-26T19:50:11.590Z,37.5161667,-118.8698333,5.301,3.76,md,10,179,0.08198,0.05,nc,nc1053110,2016-12-13T22:41:30.510Z,"Central California",earthquake,0.42,0.84,0.04,3,reviewed,nc,nc
1980-05-26T19:44:31.160Z,37.6296667,-118.8763333,5.319,3.6,ml,6,132,0.05766,0.01,nc,nc1053109,2016-12-13T22:41:19.142Z,"Long Valley area, California",earthquake,0.28,0.37,,0,reviewed,nc,nc
1980-05-26T19:24:09.240Z,37.5115,-118.861,1.867,4.7,ml,7,209,0.08378,0.08,nc,nc1053108,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.98,2.51,,0,reviewed,nc,nc
1980-05-26T19:10:39.070Z,37.5318333,-118.8888333,8.159,3.8,ml,14,133,0.6297,0.07,nc,nc1053107,2016-12-13T22:41:10.738Z,"Central California",earthquake,0.47,0.84,,0,reviewed,nc,nc
1980-05-26T19:07:12.260Z,37.568,-118.8291667,5.321,3.73,md,5,168,0.02252,0.06,nc,nc1053106,2016-12-13T22:41:04.850Z,"Central California",earthquake,1.24,2.88,,3,reviewed,nc,nc
1980-05-26T18:57:55.590Z,37.5206667,-118.8761667,2.063,5.7,ml,12,211,0.08018,0.03,nc,nc1053105,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.49,1.08,,0,reviewed,nc,nc
1980-05-26T18:55:36.380Z,37.536,-118.8715,6.553,3.8,ml,33,100,0.5306,0.12,nc,nc1053104,2016-12-13T22:40:43.080Z,"Central California",earthquake,0.36,0.75,,0,reviewed,nc,nc
1980-05-26T18:05:35.770Z,37.5373333,-118.858,5.891,3.5,md,8,174,0.05946,0.08,nc,nc1053101,2016-12-13T22:40:26.560Z,"Central California",earthquake,0.72,0.74,0.1,5,reviewed,nc,nc
1980-05-26T17:40:04.220Z,37.5866667,-118.8863333,4.461,3.57,md,6,144,0.04865,0.15,nc,nc1053097,2016-12-13T22:40:01.930Z,"Central California",earthquake,1.61,2.32,0.12,3,reviewed,nc,nc
1980-05-26T17:38:02.980Z,37.5811667,-118.8763333,4.261,3.8,ml,6,152,0.04144,0.06,nc,nc1053096,2016-12-13T22:39:51.800Z,"Central California",earthquake,0.77,0.77,,0,reviewed,nc,nc
1980-05-26T16:20:21.280Z,37.5565,-118.8918333,1.319,4.8,ml,11,114,0.1766,0.18,nc,nc1053091,2018-06-04T20:43:45.000Z,"Central California",earthquake,1.56,2.15,,0,reviewed,nc,nc
1980-05-26T16:04:42.180Z,37.5155,-118.8345,3.659,3.51,md,16,105,0.6099,0.06,nc,nc1053089,2016-12-13T22:39:06.387Z,"Central California",earthquake,0.33,8.49,0.11,4,reviewed,nc,nc
1980-05-26T15:50:32.510Z,37.5395,-118.8308333,10.399,3.8,ml,5,309,0.05135,0.03,nc,nc1053087,2016-12-13T22:38:55.622Z,"Central California",earthquake,6.14,3.82,,0,reviewed,nc,nc
1980-05-26T14:37:32.060Z,37.6055,-118.8083333,4.201,4.5,ml,7,146,0.01982,0.13,nc,nc1053086,2018-06-04T20:43:45.000Z,"Long Valley area, California",earthquake,3.28,4.05,,0,reviewed,nc,nc
1980-05-26T13:57:27.560Z,37.566,-118.732,6,3.87,ml,16,267,,1.79,ci,ci3308178,2016-04-02T20:16:26.806Z,"23km ESE of Mammoth Lakes, CA",earthquake,92.34,31.61,0.099,22,reviewed,ci,ci
1980-05-26T13:04:21.840Z,37.5438333,-118.9536667,6,4.11,ml,9,238,,0.7,ci,ci3308166,2016-04-02T11:04:18.265Z,"11km SSE of Mammoth Lakes, CA",earthquake,2.81,31.61,0.128,26,reviewed,ci,ci
1980-05-26T12:54:08.120Z,37.6146667,-118.9835,6,3.62,ml,9,205,,0.49,ci,ci3308163,2016-04-02T04:31:17.808Z,"2km S of Mammoth Lakes, CA",earthquake,1.65,31.61,0.199,14,reviewed,ci,ci
1980-05-26T12:50:49.980Z,37.5675,-118.9158333,6,3.51,ml,10,204,,0.94,ci,ci3308162,2016-04-02T07:38:57.691Z,"10km SE of Mammoth Lakes, CA",earthquake,2.88,31.61,0.164,16,reviewed,ci,ci
1980-05-26T12:24:24.970Z,37.5686667,-118.8671667,7.156,5.1,ml,12,204,0.05405,0.07,nc,nc1053083,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.49,0.84,,0,reviewed,nc,nc
1980-05-26T11:47:39.040Z,37.6063333,-118.9245,6,3.51,ml,6,207,,0.81,ci,ci9727814,2016-02-03T01:34:05.980Z,"6km SE of Mammoth Lakes, CA",earthquake,3.5,31.61,0.233,20,reviewed,ci,ci
1980-05-26T11:04:04.860Z,37.6006667,-118.8398333,6,4.18,ml,10,212,,0.62,ci,ci9727802,2016-02-02T20:16:04.690Z,"13km ESE of Mammoth Lakes, CA",earthquake,2.02,31.61,0.287,26,reviewed,ci,ci
1980-05-26T10:56:54.660Z,37.6143333,-118.8505,6,3.51,ml,12,212,,0.69,ci,ci3308158,2016-04-02T10:50:50.052Z,"12km ESE of Mammoth Lakes, CA",earthquake,2.33,31.61,0.057,16,reviewed,ci,ci
